sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,tid,tloc,fish_setsize,bird_setsize
1,1,597.31586324051,1,0,2290768.40428173,2290769.45133954,1,1,62,4,8
1,2,655.323543585837,1,0,2290771.25133115,2290772.29838126,1,1,89,8,4
1,3,941.319841891527,0,0,2290774.14542913,2290775.19249233,1,0,75,0,0
1,4,372.169038280845,0,0,2290777.14540681,2290778.19244152,1,0,65,4,16
1,5,588.571825996041,1,0,2290779.61596719,2290780.66301537,1,1,72,8,0
1,6,651.380373165011,0,0,2290782.3924091,2290783.43946152,1,0,81,16,16
1,7,595.466118305922,1,0,2290785.11004146,2290786.15708195,1,1,91,8,0
1,8,399.126033298671,1,0,2290787.88648761,2290788.93353233,1,1,61,0,16
1,9,566.760239191353,0,0,2290790.47476412,2290791.52176072,1,0,78,8,4
1,10,600.274299271405,0,0,2290793.14526437,2290794.1923218,1,0,87,16,16
1,11,376.519498880953,1,0,2290795.90995492,2290796.9570058,1,1,83,0,8
1,12,378.134416416287,0,0,2290798.53344895,2290799.58051022,1,0,74,8,0
1,13,414.505282882601,1,0,2290801.14520817,2290802.19225058,1,1,83,16,0
1,14,487.64506727457,0,0,2290803.80401018,2290804.85105066,1,0,89,0,16
1,15,529.163651634008,0,0,2290806.39225935,2290807.43925826,1,0,63,8,0
1,16,446.974170394242,0,0,2290809.02749397,2290810.07454639,1,0,70,0,4
1,17,639.4781046547,1,0,2290811.55689047,2290812.60393249,1,1,69,0,8
1,18,483.124838210642,1,0,2290814.42745224,2290815.4745035,1,1,86,16,8
1,19,502.496918197721,1,0,2290817.0039077,2290818.05095011,1,1,72,8,8
1,20,622.827324084938,0,0,2290819.56858986,2290820.61570195,1,0,71,16,4
1,21,607.05310292542,1,0,2290822.33326732,2290823.38031397,1,1,61,16,16
1,22,576.994465664029,0,0,2290825.18030712,2290826.22736108,1,0,88,16,16
1,23,672.346197534353,0,0,2290827.89793486,2290828.94497573,1,0,81,16,8
1,24,397.171963937581,1,0,2290830.68616471,2290831.73319557,1,1,75,4,16
1,25,647.119224071503,1,0,2290833.27436538,2290834.32140702,1,1,91,8,16
1,26,583.489936776459,1,0,2290836.05081191,2290837.09785702,1,1,79,8,16
1,27,548.781338147819,0,0,2290838.70965819,2290839.75667366,1,0,88,8,0
1,28,581.907356157899,1,0,2290841.47429793,2290842.52134766,1,1,62,4,0
1,29,615.18312478438,0,0,2290844.18015429,2290845.22720709,1,0,61,16,8
1,30,544.72922347486,1,0,2290846.9684261,2290848.01541923,1,1,71,16,8
1,31,403.313269838691,1,0,2290849.63893713,2290850.68598146,1,1,62,4,8
1,32,647.515350487083,0,0,2290852.29774722,2290853.34478848,1,0,87,8,16
1,33,761.461923830211,0,0,2290855.05065446,2290856.0977038,1,0,70,8,8
1,34,559.855167753994,0,0,2290857.92122547,2290858.9682698,1,0,95,0,4
1,35,533.483700361103,0,0,2290860.63885475,2290861.68590062,1,0,74,4,0
1,36,657.817330677062,0,0,2290863.41533978,2290864.46235062,1,0,90,4,4
1,37,619.058926589787,1,0,2290866.22705041,2290867.27409937,1,1,80,8,8
1,38,434.784719720483,1,0,2290869.00349194,2290870.05053705,1,1,84,0,8
1,39,649.787783622742,0,0,2290871.55640465,2290872.60347516,1,0,80,16,0
1,40,863.53394575417,1,0,2290874.3446241,2290875.39166767,1,1,63,8,4
1,41,393.313485197723,0,0,2290877.33283463,2290878.37987896,1,0,66,0,4
1,42,497.855426277965,0,0,2290879.95634174,2290881.00338993,1,0,72,0,16
1,43,573.712660465389,1,0,2290882.66221465,2290883.70924898,1,1,69,0,8
1,44,495.407064910978,0,0,2290885.33277072,2290886.3798166,1,0,88,4,0
1,45,460.408974904567,0,0,2290887.99160045,2290889.03862361,1,0,84,0,16
1,46,419.371593277901,1,0,2290890.57979381,2290891.62683891,1,1,96,4,0
1,47,414.188458584249,0,0,2290893.07389041,2290894.1209282,1,0,94,0,0
1,48,485.337987076491,0,0,2290895.73274093,2290896.77973753,1,0,82,0,0
1,49,445.030109956861,1,0,2290898.42679203,2290899.4738406,1,1,82,4,16
1,50,421.202859841287,1,0,2290901.08558557,2290902.13263991,1,1,93,0,8
1,51,613.210192415863,1,0,2290903.73262929,2290904.77967208,1,1,70,4,4
1,52,508.30407673493,0,0,2290906.59143007,2290907.63850713,1,0,89,0,4
1,53,465.651008300483,1,0,2290909.29728989,2290910.34433692,1,1,97,16,4
1,54,372.55746498704,1,0,2290911.83844622,2290912.88549479,1,1,67,0,16
1,55,371.752894017845,0,0,2290914.26201809,2290915.30901161,1,0,84,8,16
1,56,400.69667994976,1,0,2290916.7443333,2290917.79133722,1,1,93,4,8
1,57,373.457507696003,0,0,2290919.33250587,2290920.37954982,1,0,74,0,0
1,58,447.175505571067,1,0,2290921.93254721,2290922.9795519,1,1,94,16,0
1,59,627.822211943567,0,0,2290924.4619441,2290925.50895802,1,0,91,4,8
1,60,569.371053948998,1,0,2290927.285383,2290928.33242888,1,1,97,4,4
1,61,520.850772503763,1,0,2290929.9559587,2290931.00305001,1,1,99,0,0
1,62,649.997203610837,1,0,2290932.708926,2290933.7559199,1,1,83,16,4
1,63,536.994557827711,0,0,2290935.46178819,2290936.50888719,1,0,61,16,8
1,64,440.959902014583,1,0,2290938.16765995,2290939.21469543,1,1,83,4,16
1,65,578.62824620679,0,0,2290940.75586331,2290941.80298002,1,0,100,8,4
1,66,412.629361264408,0,0,2290943.59114866,2290944.63820916,1,0,86,0,4
1,67,423.289355821908,1,0,2290946.07347542,2290947.12052591,1,1,82,8,8
1,68,438.93076479435,1,0,2290948.75581019,2290949.80291997,1,1,66,4,8
1,69,926.332099363208,1,0,2290951.33225718,2290952.37930537,1,1,80,16,16
1,70,546.167828142643,0,0,2290954.42635317,2290955.4733975,1,0,92,16,0
1,71,705.194273497909,1,0,2290957.026336,2290958.07337687,1,1,70,4,16
1,72,528.258990030736,0,0,2290959.93219305,2290960.97924008,1,0,73,16,4
1,73,504.661177285016,0,0,2290962.60275951,2290963.64981771,1,0,88,16,0
1,74,604.191677179188,0,0,2290965.32038802,2290966.36743313,1,0,81,8,8
1,75,615.414102096111,0,0,2290968.02625092,2290969.07330142,1,0,100,4,4
1,76,611.006667371839,1,0,2290970.76742335,2290971.81445498,1,1,91,8,4
1,77,383.038837928325,0,0,2290973.4615037,2290974.50854804,1,0,76,8,16
1,78,437.364352867007,0,0,2290976.02618625,2290977.07323944,1,0,100,4,4
1,79,384.863944724202,1,0,2290978.69675733,2290979.74380667,1,1,97,4,0
1,80,630.066542886198,1,0,2290981.30849807,2290982.35554818,1,1,61,16,4
1,81,977.744218427688,0,0,2291013.00238248,2291014.04943067,2,0,75,16,4
1,82,540.43881688267,0,0,2291016.17885157,2291017.22589629,2,0,71,8,4
1,83,619.067395571619,0,0,2291018.81409158,2291019.86114861,2,0,99,4,8
1,84,405.918310396373,1,0,2291021.64937115,2291022.69649633,2,1,75,8,16
1,85,458.180041983724,0,0,2291024.1669905,2291025.21403137,2,0,83,16,8
1,86,367.469801567495,1,0,2291026.73167035,2291027.77871738,2,1,64,4,8
1,87,391.201196238399,1,0,2291029.22582084,2291030.27282052,2,1,62,0,0
1,88,380.24747511372,0,0,2291031.86106623,2291032.90810287,2,0,74,0,8
1,89,371.979251969606,1,0,2291034.33162854,2291035.37867826,2,1,84,0,0
1,90,508.776040747762,0,0,2291036.79042909,2291037.83747727,2,0,84,8,4
1,91,405.934093985707,1,1,2291039.55510848,2291040.60216244,2,0,82,0,0
1,92,488.014630973339,0,0,2291042.20215528,2291043.24926544,2,0,89,0,8
1,93,477.817746344954,1,0,2291044.74335588,2291045.79034902,2,1,78,8,16
1,94,498.428635299206,1,0,2291047.31981058,2291048.36681334,2,1,81,0,4
1,95,501.613814383745,1,0,2291049.93149742,2291050.97855562,2,1,98,16,0
