sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,tid,tloc,fish_setsize,bird_setsize
5,1,784.805944189429,1,0,1030210.55082535,1030211.59789491,1,1,98,4,4
5,2,623.19471326191,1,0,1030213.57439458,1030214.62146992,1,1,61,8,8
5,3,440.426027867943,1,0,1030216.33913955,1030217.38620642,1,1,62,0,16
5,4,668.136980733834,0,0,1030218.92740841,1030219.97447296,1,0,92,16,4
5,5,652.375139063224,0,0,1030221.69214721,1030222.73922601,1,0,83,4,4
5,6,574.979122844525,1,0,1030224.58630143,1030225.63336444,1,1,62,0,4
5,7,671.203964622691,0,0,1030227.33927198,1030228.38634154,1,0,92,16,16
5,8,661.982609773986,0,0,1030230.09225177,1030231.13932287,1,0,89,8,0
5,9,573.150173295289,1,0,1030232.89228649,1030233.93935451,1,1,62,4,4
5,10,726.797716924921,0,0,1030235.5393743,1030236.58648351,1,0,69,16,0
5,11,535.73966701515,1,0,1030238.48058537,1030239.52765878,1,1,72,4,16
5,12,436.689981725067,1,0,1030241.08061671,1030242.12768512,1,1,82,0,4
5,13,484.460172359832,0,0,1030243.63359157,1030244.68065959,1,0,75,4,4
5,14,549.240247928537,1,0,1030246.17483282,1030247.22187467,1,1,76,4,0
5,15,506.207771948539,1,0,1030248.82189253,1030249.86896517,1,1,72,8,4
5,16,560.247051762417,0,0,1030251.52781238,1030252.57488117,1,0,93,16,4
5,17,607.020578463562,1,0,1030254.16314002,1030255.21020573,1,1,80,0,0
5,18,672.177915927023,1,0,1030256.83375626,1030257.88082774,1,1,97,8,8
5,19,516.732604708523,1,0,1030259.65737176,1030260.70439013,1,1,75,4,0
5,20,591.558621497825,1,0,1030262.25735344,1030263.30442377,1,1,70,0,16
5,21,516.685254406184,1,0,1030264.9632756,1030266.01034016,1,1,86,0,0
5,22,366.514293244109,0,0,1030267.61035456,1030268.65743413,1,0,97,0,8
5,23,682.949508540332,1,0,1030270.18686555,1030271.23393396,1,1,99,16,4
5,24,474.303747294471,1,0,1030273.05749018,1030274.10455897,1,1,66,16,16
5,25,533.500349265523,1,0,1030275.71634393,1030276.76341889,1,1,95,4,16
5,26,719.05037749093,0,0,1030278.39873035,1030279.44580184,1,0,75,0,8
5,27,575.551174813882,0,0,1030281.32817856,1030282.37524389,1,0,98,16,8
5,28,530.189299955964,1,0,1030284.0105669,1030285.0576303,1,1,96,0,0
5,29,627.256436389871,0,0,1030286.76354246,1030287.81061202,1,0,66,16,8
5,30,670.086807920597,1,0,1030289.56356948,1030290.61064559,1,1,81,16,0
5,31,463.965235743672,0,0,1030292.35184211,1030293.39892014,1,0,72,4,8
5,32,543.908923631534,0,0,1030295.05775773,1030296.10488503,1,0,97,4,16
5,33,562.225751113147,0,0,1030297.77543891,1030298.82250847,1,0,94,4,16
5,34,468.752225395292,0,0,1030300.50488603,1030301.55195175,1,0,89,0,0
5,35,509.792143362574,0,0,1030303.11667716,1030304.16375827,1,0,98,4,16
5,36,855.233782203868,1,0,1030305.74024231,1030306.78730956,1,1,98,0,8
5,37,836.824949132279,0,0,1030308.66975365,1030309.71676431,1,0,63,8,0
5,38,438.796488102525,1,0,1030311.62273336,1030312.66973864,1,1,63,4,0
5,39,500.145406695083,0,0,1030314.24623307,1030315.29329917,1,0,65,16,0
5,40,661.480620619841,0,0,1030316.90508644,1030317.95216563,1,0,95,4,8
5,41,590.689764590934,0,0,1030319.7168848,1030320.76395591,1,0,62,16,0
5,42,530.578880454414,0,0,1030322.46986151,1030323.51692684,1,0,97,0,16
5,43,725.400308612734,1,0,1030325.16400426,1030326.21108537,1,1,77,0,0
5,44,619.956036680378,1,0,1030328.04639868,1030329.09346709,1,1,90,0,8
5,45,580.487914150581,0,0,1030330.7758435,1030331.82292076,1,0,84,4,8
5,46,524.460695916787,0,0,1030333.48176605,1030334.52882753,1,0,86,8,4
5,47,648.507436271757,1,0,1030336.23474045,1030337.28181155,1,1,93,8,8
5,48,595.546817057766,0,0,1030339.14065368,1030340.18772517,1,0,78,16,16
5,49,643.666552263312,0,0,1030341.94069418,1030342.98776335,1,0,81,0,8
5,50,672.148273908533,1,0,1030344.77601635,1030345.82309168,1,1,66,8,4
5,51,690.163291990757,0,0,1030347.63488119,1030348.68194921,1,0,82,8,16
5,52,686.950022936799,1,0,1030350.4231465,1030351.4702176,1,1,89,0,16
5,53,730.126859270968,0,0,1030353.32906628,1030354.37613699,1,0,63,4,0
5,54,610.319693922065,1,0,1030356.24674623,1030357.29382002,1,1,84,0,4
5,55,692.715968121774,0,0,1030358.96444165,1030360.01150967,1,0,96,8,8
5,56,638.250536518171,0,0,1030361.75269811,1030362.79976998,1,0,71,0,4
5,57,621.662183664739,1,0,1030364.51743807,1030365.56450994,1,1,78,16,8
5,58,799.805563176051,0,0,1030367.1880647,1030368.23513118,1,0,82,4,8
5,59,440.176958101802,0,0,1030370.1527992,1030371.19987569,1,0,65,0,4
5,60,621.740715811029,1,0,1030372.74112772,1030373.78814531,1,1,98,16,4
5,61,559.450567583553,0,0,1030375.56463582,1030376.61173195,1,0,98,4,0
5,62,583.991443854757,1,0,1030378.24707383,1030379.29409796,1,1,62,0,16
5,63,571.367034106515,1,0,1030381.08235943,1030382.12942244,1,1,72,8,4
5,64,714.515152503736,1,0,1030383.88237991,1030384.92945332,1,1,68,16,4
5,65,719.470754847862,0,0,1030386.69418674,1030387.74125437,1,0,98,8,8
5,66,501.056994311512,0,0,1030389.57656884,1030390.62363687,1,0,99,8,4
5,67,635.64358081203,1,0,1030392.24718739,1030393.29426581,1,1,67,16,8
5,68,617.183932801709,0,0,1030395.02369561,1030396.07077133,1,0,98,8,0
5,69,762.288422789425,1,0,1030397.83549975,1030398.88257123,1,1,77,8,16
5,70,621.731091756374,0,0,1030400.71789148,1030401.76495334,1,0,71,16,16
5,71,841.961868107319,1,0,1030403.58850841,1030404.63557527,1,1,95,4,4
5,72,687.9262838047,1,0,1030406.57680328,1030407.62385899,1,1,90,8,16
5,73,827.320262906142,1,0,1030409.41211237,1030410.45917846,1,1,92,8,0
5,74,713.679402251728,0,0,1030412.37686804,1030413.42392258,1,0,92,16,0
5,75,665.262477123179,1,0,1030415.21217866,1030416.25927825,1,1,61,4,8
5,76,684.679908095859,0,0,1030418.03574912,1030419.08281137,1,0,75,16,16
5,77,772.088373894803,1,0,1030420.95342445,1030422.00049671,1,1,90,8,0
5,78,647.684774827212,0,0,1030423.88287304,1030424.92994145,1,0,72,8,16
5,79,669.842357747257,1,0,1030426.60056,1030427.64763572,1,1,71,8,16
5,80,865.501845837571,0,0,1030429.33000212,1030430.37707245,1,0,81,16,8
5,81,940.961893415079,0,0,1030443.13016696,1030444.17724268,2,0,70,0,0
5,82,531.521264929324,0,0,1030446.20079382,1030447.24787108,2,0,64,0,8
5,83,488.1022881018,1,0,1030448.89494542,1030449.94202075,2,1,85,0,4
5,84,700.916791451164,1,0,1030451.58909624,1030452.63616542,2,1,93,4,16
5,85,705.598301719874,0,0,1030454.41265978,1030455.45973088,2,0,89,16,8
5,86,540.821151807904,1,0,1030457.18916415,1030458.23628568,2,1,66,16,8
5,87,467.263196362183,0,0,1030459.96566814,1030461.01274155,2,0,76,16,16
5,88,984.792008646764,1,0,1030462.49511572,1030463.54218259,2,1,90,16,4
5,89,626.613551634364,0,0,1030465.68339205,1030466.73046469,2,0,90,0,8
5,90,674.752149847336,1,0,1030468.49520773,1030469.54230231,2,1,75,8,0
5,91,682.339730323292,1,0,1030471.3305145,1030472.37758252,2,1,72,0,0
5,92,725.961196701974,0,0,1030474.2129097,1030475.25997271,2,0,98,4,0
5,93,935.502762091346,0,0,1030477.09529181,1030478.14236175,2,0,92,4,8
5,94,939.22263989225,1,0,1030480.13062853,1030481.17769308,2,1,75,4,0
5,95,707.908067503013,1,0,1030483.16595524,1030484.21303635,2,1,69,4,0
5,96,671.262478688732,1,0,1030486.08364212,1030487.13071245,2,1,99,4,4
5,97,719.498087186366,0,0,1030488.90720026,1030489.9542706,2,0,100,16,0
5,98,852.657623472624,0,0,1030491.86017767,1030492.90724915,2,0,76,4,4
5,99,637.619585497305,0,0,1030494.86021655,1030495.90728688,2,0,70,16,16
5,100,640.602647908963,1,0,1030497.71907716,1030498.76614325,2,1,89,8,16
5,101,853.272021166049,0,0,1030500.44852351,1030501.49558615,2,0,94,8,4
5,102,719.116205931641,0,0,1030503.49561656,1030504.54268997,2,0,99,4,0
5,103,596.17160866037,1,0,1030506.40153864,1030507.44860898,2,1,74,0,4
5,104,485.232019098476,1,0,1030509.16627399,1030510.21334701,2,1,74,16,16
5,105,439.814324956387,0,0,1030511.89577077,1030512.94279799,2,0,87,0,16
5,106,337.48515706975,0,0,1030514.57810984,1030515.62517748,2,0,84,0,16
5,107,624.069729587063,0,0,1030517.16639756,1030518.21344017,2,0,69,16,8
5,108,498.304138542153,0,0,1030519.97817321,1030521.02523969,2,0,98,0,4
5,109,516.383060021326,1,0,1030522.57820339,1030523.6252741,2,1,86,8,8
5,110,729.922445025295,1,0,1030525.21352294,1030526.26061252,2,1,90,0,8
5,111,704.861101461574,1,0,1030528.06063146,1030529.10771565,2,1,73,16,0
5,112,810.94479362946,0,0,1030530.97830794,1030532.02537327,2,0,62,0,4
5,113,555.801907554269,1,0,1030534.02540253,1030535.07252637,2,1,65,16,4
5,114,711.920900619589,0,0,1030536.73131892,1030537.77839348,2,0,91,0,4
5,115,916.855253279209,0,0,1030539.6842967,1030540.73137281,2,0,86,8,4
5,116,666.719169472344,0,0,1030542.82560471,1030543.87258111,2,0,65,4,8
5,117,809.797224937938,1,0,1030545.62555359,1030546.67261622,2,1,61,8,16
5,118,839.655567076989,0,0,1030548.57852714,1030549.62559285,2,0,98,4,16
5,119,690.753052127548,0,0,1030551.53153188,1030552.5785845,2,0,83,16,8
5,120,655.671944725327,1,0,1030554.37858958,1030555.42565799,2,1,77,8,0
5,121,593.441080651246,0,0,1030557.13156283,1030558.17864009,2,0,86,8,0
5,122,606.262205401435,1,0,1030559.8727809,1030560.91985124,2,1,99,4,4
5,123,734.088492579758,1,0,1030562.71987403,1030563.76694128,2,1,94,4,4
5,124,686.563522089273,0,0,1030565.63755821,1030566.68462315,2,0,73,8,4
5,125,645.503585925326,1,0,1030568.43759024,1030569.48465826,2,1,94,4,8
5,126,678.079367382452,1,0,1030571.17883103,1030572.22587018,2,1,61,8,8
5,127,586.371272569522,1,0,1030574.08471577,1030575.13178995,2,1,74,8,0
5,128,574.634197866544,1,0,1030576.86124401,1030577.90829817,2,1,67,8,0
5,129,567.72376364097,1,0,1030579.66125679,1030580.7083225,2,1,93,16,16
5,130,784.243901260197,0,0,1030582.39069968,1030583.43776501,2,0,81,8,4
5,131,500.568863819353,1,0,1030585.36720667,1030586.41427931,2,1,82,4,4
