sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,tid,tloc,fish_setsize,bird_setsize
37,1,518.79728352651,1,0,2549087.50261771,2549088.54970613,1,1,63,4,16
37,2,582.59647898376,0,0,2549090.14970244,2549091.19679394,1,0,82,16,4
37,3,401.334145572037,1,0,2549092.98488801,2549094.03218502,1,1,64,0,4
37,4,612.707740161568,0,0,2549095.54985858,2549096.59693122,1,0,90,8,16
37,5,527.957045007497,1,0,2549098.373466,2549099.42059562,1,1,98,4,8
37,6,598.444551695138,0,0,2549101.16178251,2549102.20887132,1,0,98,16,16
37,7,630.272353999317,0,0,2549103.99716859,2549105.04424931,1,0,81,16,0
37,8,525.221127551049,1,0,2549106.79724412,2549107.84432831,1,1,71,16,0
37,9,553.013768512756,0,0,2549109.44437389,2549110.49147348,1,0,69,4,4
37,10,552.053675986826,0,0,2549112.11504402,2549113.16213206,1,0,75,0,0
37,11,463.833712507039,1,0,2549114.84456429,2549115.89161422,1,1,86,0,0
37,12,521.055464632809,0,0,2549117.40930779,2549118.45639776,1,0,89,4,8
37,13,581.681426614523,0,0,2549120.044677,2549121.09176697,1,0,68,16,8
37,14,549.89250516519,0,0,2549122.72710769,2549123.77419958,1,0,95,8,8
37,15,658.128128852695,0,0,2549125.48012983,2549126.52721287,1,0,71,8,4
37,16,561.643438413739,1,0,2549128.26844827,2549129.3155186,1,1,70,8,8
37,17,670.380666851997,0,0,2549131.0685211,2549132.11561184,1,0,66,16,16
37,18,700.011881999671,1,0,2549133.89213468,2549134.93923851,1,1,98,4,16
37,19,668.717250227928,1,0,2549136.78634241,2549137.83342544,1,1,63,0,0
37,20,502.041857689619,1,0,2549139.56288835,2549140.60997678,1,1,93,0,4
37,21,581.87390724197,0,0,2549142.21002043,2549143.25718585,1,0,66,8,8
37,22,526.658571325243,1,0,2549144.99834156,2549146.04542652,1,1,69,4,4
37,23,618.90638154,0,0,2549147.62173501,2549148.66903287,1,0,84,8,0
37,24,605.07896868512,1,0,2549150.48084509,2549151.52793082,1,1,90,16,4
37,25,621.042144950479,0,0,2549153.23386491,2549154.28097875,1,0,80,4,8
37,26,806.481689680368,0,0,2549155.91629676,2549156.96338133,1,0,62,4,16
37,27,539.627905935049,0,0,2549158.83402714,2549159.88111941,1,0,64,16,8
37,28,558.539113495499,0,0,2549161.52822916,2549162.57531066,1,0,93,8,0
37,29,790.475012734532,0,0,2549164.18711333,2549165.23421061,1,0,80,16,4
37,30,553.621622268111,1,0,2549167.19903942,2549168.24606433,1,1,99,16,16
37,31,497.194814030081,1,0,2549169.97551838,2549171.02261951,1,1,76,8,4
37,32,525.902123190463,1,0,2549172.59913397,2549173.65798141,1,1,74,8,8
37,33,634.419153444469,1,0,2549175.352215,2549176.39926262,1,1,62,16,0
37,34,535.52884189412,1,0,2549178.15223202,2549179.19931698,1,1,96,4,8
37,35,542.238326743245,1,0,2549180.90525454,2549181.9523318,1,1,94,8,16
37,36,649.02688190341,0,0,2549183.55238277,2549184.59947235,1,0,76,16,16
37,37,445.439123082906,0,0,2549186.42305359,2549187.47014818,1,0,86,16,16
37,38,592.275167349726,0,0,2549188.96430408,2549190.01139559,1,0,82,0,8
37,39,513.743516523391,0,0,2549191.74091201,2549192.78796001,1,0,88,8,16
37,40,434.33723365888,1,0,2549194.43505398,2549195.48214125,1,1,86,0,8
37,41,591.36935416609,0,0,2549196.94099739,2549197.98809159,1,0,93,0,4
37,42,655.345246195793,1,0,2549199.7410914,2549200.78817713,1,1,63,4,0
37,43,670.869566965848,1,0,2549202.52939983,2549203.57655254,1,1,63,8,4
37,44,479.251783806831,0,0,2549205.35301264,2549206.40009799,1,0,73,8,4
37,45,640.564285218716,0,0,2549207.96485188,2549209.01193954,1,0,97,4,0
37,46,499.538841657341,1,0,2549210.72964151,2549211.77672454,1,1,97,4,4
37,47,401.798408478498,0,0,2549213.44736465,2549214.4944473,1,0,85,0,16
37,48,459.324279800057,1,0,2549215.91801984,2549216.96510942,1,1,74,0,0
37,49,659.260299056768,1,0,2549218.57691248,2549219.62401014,1,1,90,0,16
37,50,511.28246076405,0,0,2549221.32995232,2549222.3770319,1,0,88,0,8
37,51,599.948208779097,0,0,2549224.02413703,2549225.07122199,1,0,66,16,8
37,52,418.707048986107,1,0,2549226.70656464,2549227.75364652,1,1,78,16,8
37,53,798.373256810009,1,0,2549229.20075673,2549230.24784246,1,1,91,4,16
37,54,744.94375474751,1,0,2549232.0949991,2549233.14206481,1,1,70,8,0
37,55,601.30134690553,1,0,2549234.90680439,2549235.95388935,1,1,67,16,4
37,56,886.371097993106,0,0,2549237.67159555,2549238.71870092,1,0,67,0,4
37,57,645.975681487471,0,0,2549240.80109334,2549241.84817715,1,0,97,4,8
37,58,722.096322104335,1,0,2549243.61293636,2549244.66001901,1,1,80,0,0
37,59,615.851716604084,1,0,2549246.41300919,2549247.46013573,1,1,85,8,16
37,60,475.439130328596,1,0,2549249.1425106,2549250.18958824,1,1,77,8,8
37,61,457.433351315558,1,0,2549251.69552396,2549252.74260507,1,1,86,0,16
37,62,680.669133085757,0,0,2549254.31913146,2549255.3662168,1,0,99,16,8
37,63,778.78875285387,1,0,2549257.22518327,2549258.27219625,1,1,65,8,16
37,64,461.257168557495,1,0,2549260.21340924,2549261.26050113,1,1,84,0,4
37,65,630.729687400162,0,0,2549262.74292228,2549263.78999453,1,0,69,8,4
37,66,528.303894679993,1,0,2549265.62533287,2549266.67242245,1,1,97,4,4
37,67,480.193013325334,0,0,2549268.36658367,2549269.41367748,1,0,86,4,0
37,68,517.761353868991,0,0,2549271.0607857,2549272.10788182,1,0,67,16,0
37,69,444.541778881103,0,0,2549273.64914386,2549274.69617839,1,0,78,8,0
37,70,674.606382846832,0,0,2549276.21387928,2549277.26096193,1,0,93,16,0
37,71,524.886596016586,0,0,2549279.13159426,2549280.17870463,1,0,84,0,16
37,72,591.86903340742,1,0,2549281.8257986,2549282.87288394,1,1,90,0,8
37,73,517.886080779135,0,0,2549284.59057359,2549285.63774478,1,0,85,4,4
37,74,486.731960438192,1,0,2549287.33183363,2549288.37892205,1,1,64,0,16
37,75,583.143508061767,1,0,2549289.96725674,2549291.01431898,1,1,70,4,0
37,76,422.233291435987,1,0,2549292.61434531,2549293.66143335,1,1,76,0,8
37,77,646.734439302236,0,0,2549295.10853664,2549296.1556524,1,0,72,8,0
37,78,737.72111767903,0,0,2549297.89684738,2549298.94393426,1,0,68,4,0
37,79,569.791906978935,1,0,2549300.75575071,2549301.80283644,1,1,66,16,4
