sub_id,Trial,RT,Resp,Error,Fix_onset,Disp_onset,block,tid,tloc,fish_setsize,bird_setsize
15,1,949.671385576949,1,0,1073023.80506288,1073024.85213571,1,1,100,8,8
15,2,615.704532479867,1,0,1073026.9580304,1073028.00504741,1,1,100,0,8
15,3,724.991135532036,1,0,1073029.7697368,1073030.81678037,1,1,78,4,4
15,4,568.314885953441,0,0,1073032.67559963,1073033.72265205,1,0,75,0,8
15,5,687.76218756102,0,0,1073035.35797289,1073036.40497911,1,0,80,4,16
15,6,555.254650069401,0,0,1073038.134379,1073039.18143527,1,0,98,4,0
15,7,482.013235334307,0,1,1073040.76965596,1073041.81670145,1,1,90,4,4
15,8,850.380332442001,1,0,1073043.47552194,1073044.5225605,1,1,62,16,16
15,9,635.14359598048,0,0,1073046.41667658,1073047.46372207,1,0,78,0,16
15,10,512.621599249542,0,0,1073049.24017939,1073050.28723912,1,0,90,4,16
15,11,558.723546564579,0,0,1073051.85199635,1073052.8989968,1,0,93,0,16
15,12,729.455929948017,1,0,1073054.64014805,1073055.68720124,1,1,97,8,16
15,13,560.157146770507,0,0,1073057.52247812,1073058.56953208,1,0,93,4,16
15,14,702.192119788378,1,0,1073060.21657657,1073061.26363053,1,1,73,16,0
15,15,693.375709932297,0,0,1073063.07538159,1073064.122434,1,0,97,0,16
15,16,721.350160660222,0,0,1073065.92242215,1073066.96946879,1,0,89,16,16
15,17,675.886096199974,1,0,1073068.80505903,1073069.85184698,1,1,83,0,0
15,18,534.554834477603,1,0,1073071.53414518,1073072.5811949,1,1,73,4,8
15,19,525.154821574688,0,0,1073074.21653538,1073075.2635416,1,0,98,4,8
15,20,649.431092198938,0,0,1073076.98116318,1073078.02821445,1,0,95,8,8
15,21,609.670246019959,1,0,1073079.79290654,1073080.83995896,1,1,84,0,0
15,22,612.864664522931,1,0,1073082.51053659,1073083.5575867,1,1,97,4,16
15,23,579.55424929969,1,0,1073085.19288829,1073086.23991415,1,1,66,8,4
15,24,513.234074460343,1,0,1073088.02814631,1073089.07518872,1,1,78,16,4
15,25,661.661733873189,0,0,1073090.74577328,1073091.79280991,1,0,62,8,4
15,26,679.616767214611,0,0,1073093.63986818,1073094.68692137,1,0,81,16,0
15,27,598.352735396475,1,0,1073096.4280861,1073097.47513583,1,1,77,0,4
