Ethnicity,Subject Number,Preferred Hand,Age,Gender,Color blind,First Language,Room,TrialNumber,background,turtles,tortoises,target_id,resp,hit,rt,ran,order,block,iti,fix_duration
White,8,Right,1888,Male,Yes,English,E,1,1,8,16,0.0,0.0,1.0,802.756,1.0,0.0,0.0,1.09571,0.853005
White,8,Right,1888,Male,Yes,English,E,2,0,4,16,0.0,0.0,1.0,744.941,1.0,1.0,0.0,1.10848,0.839126
White,8,Right,1888,Male,Yes,English,E,3,0,8,16,180.0,1.0,1.0,916.967,1.0,2.0,0.0,1.04933,0.878003
White,8,Right,1888,Male,Yes,English,E,4,0,0,16,0.0,0.0,1.0,711.136,1.0,3.0,0.0,1.12238,0.975633
White,8,Right,1888,Male,Yes,English,E,5,0,4,0,0.0,0.0,1.0,824.005,1.0,4.0,0.0,1.14977,0.847024
White,8,Right,1888,Male,Yes,English,E,6,0,0,0,180.0,1.0,1.0,538.869,1.0,5.0,0.0,1.00603,0.857455
White,8,Right,1888,Male,Yes,English,E,7,0,8,8,180.0,1.0,1.0,850.497,1.0,6.0,0.0,1.15925,0.964612
White,8,Right,1888,Male,Yes,English,E,8,1,0,16,0.0,0.0,1.0,638.807,1.0,7.0,0.0,1.04291,0.842596
White,8,Right,1888,Male,Yes,English,E,9,1,8,4,180.0,1.0,1.0,857.906,1.0,8.0,0.0,1.12748,0.958515
White,8,Right,1888,Male,Yes,English,E,10,1,8,0,0.0,0.0,1.0,659.926,1.0,9.0,0.0,1.08025,0.949531
White,8,Right,1888,Male,Yes,English,E,11,0,4,8,180.0,1.0,1.0,517.046,1.0,10.0,0.0,1.09914,0.854911
White,8,Right,1888,Male,Yes,English,E,12,1,4,0,0.0,0.0,1.0,865.448,1.0,11.0,0.0,1.18343,0.839817
White,8,Right,1888,Male,Yes,English,E,13,1,4,8,180.0,1.0,1.0,781.377,1.0,12.0,0.0,1.15981,0.934357
White,8,Right,1888,Male,Yes,English,E,14,1,16,0,180.0,0.0,0.0,815.677,1.0,13.0,0.0,1.10598,0.813405
