Ethnicity,Subject Number,Preferred Hand,Age,Gender,Color blind,First Language,Room,TrialNumber,background,turtles,tortoises,target_id,resp,hit,rt,ran,order,block,iti,fix_duration
White,4,Right,18,Female,Yes,English,B,1,1,16,0,0.0,0.0,1.0,1464.67,1.0,0.0,0.0,1.14516,0.880309
White,4,Right,18,Female,Yes,English,B,2,1,16,4,180.0,1.0,1.0,672.409,1.0,1.0,0.0,1.09895,0.952508
White,4,Right,18,Female,Yes,English,B,3,0,0,0,180.0,1.0,1.0,682.324,1.0,2.0,0.0,1.15212,0.816695
White,4,Right,18,Female,Yes,English,B,4,0,16,0,0.0,0.0,1.0,638.171,1.0,3.0,0.0,1.16832,0.940628
White,4,Right,18,Female,Yes,English,B,5,1,8,4,0.0,0.0,1.0,755.817,1.0,4.0,0.0,1.1718,0.914615
White,4,Right,18,Female,Yes,English,B,6,0,16,16,0.0,0.0,1.0,870.674,1.0,5.0,0.0,1.01365,0.947083
White,4,Right,18,Female,Yes,English,B,7,0,16,4,0.0,0.0,1.0,832.088,1.0,6.0,0.0,1.08694,0.957144
White,4,Right,18,Female,Yes,English,B,8,1,16,16,180.0,1.0,1.0,1280.64,1.0,7.0,0.0,1.0654,0.973615
White,4,Right,18,Female,Yes,English,B,9,1,0,0,0.0,0.0,1.0,619.028,1.0,8.0,0.0,1.07848,0.964569
White,4,Right,18,Female,Yes,English,B,10,0,4,4,180.0,1.0,1.0,783.809,1.0,9.0,0.0,1.1866,0.991465
White,4,Right,18,Female,Yes,English,B,11,0,0,8,180.0,1.0,1.0,1423.98,1.0,10.0,0.0,1.13103,0.846323
White,4,Right,18,Female,Yes,English,B,12,1,8,8,180.0,1.0,1.0,517.331,1.0,11.0,0.0,1.17275,0.894511
White,4,Right,18,Female,Yes,English,B,13,0,8,16,0.0,0.0,1.0,980.984,1.0,12.0,0.0,1.15325,0.970471
White,4,Right,18,Female,Yes,English,B,14,0,4,16,0.0,0.0,1.0,672.166,1.0,13.0,0.0,1.11903,0.896451
White,4,Right,18,Female,Yes,English,B,15,1,0,8,180.0,1.0,1.0,759.48,1.0,14.0,0.0,1.00598,0.807272
White,4,Right,18,Female,Yes,English,B,16,1,0,16,180.0,0.0,0.0,863.718,1.0,15.0,0.0,1.19987,0.93352
White,4,Right,18,Female,Yes,English,B,17,1,8,0,180.0,1.0,1.0,779.944,1.0,16.0,0.0,1.02815,0.839356
White,4,Right,18,Female,Yes,English,B,18,0,8,4,0.0,0.0,1.0,1297.0,1.0,17.0,0.0,1.01569,0.93882
White,4,Right,18,Female,Yes,English,B,19,1,16,8,180.0,1.0,1.0,717.521,1.0,18.0,0.0,1.02957,0.990734
White,4,Right,18,Female,Yes,English,B,20,1,8,16,180.0,1.0,1.0,1801.53,1.0,19.0,0.0,1.06502,0.964601
White,4,Right,18,Female,Yes,English,B,21,0,8,8,0.0,0.0,1.0,832.528,1.0,20.0,0.0,1.0366,0.920454
White,4,Right,18,Female,Yes,English,B,22,1,4,16,0.0,0.0,1.0,1157.38,1.0,21.0,0.0,1.16395,0.883597
White,4,Right,18,Female,Yes,English,B,23,1,4,4,180.0,1.0,1.0,635.864,1.0,22.0,0.0,1.02293,0.948198
White,4,Right,18,Female,Yes,English,B,24,0,4,8,180.0,1.0,1.0,948.928,1.0,23.0,0.0,1.01205,0.939465
White,4,Right,18,Female,Yes,English,B,25,0,0,16,0.0,0.0,1.0,766.643,1.0,24.0,0.0,1.03963,0.909944
White,4,Right,18,Female,Yes,English,B,26,0,4,0,0.0,0.0,1.0,710.347,1.0,25.0,0.0,1.18831,0.870419
White,4,Right,18,Female,Yes,English,B,27,0,16,8,180.0,1.0,1.0,952.204,1.0,26.0,0.0,1.13153,0.927029
