Ethnicity,Subject Number,Preferred Hand,Age,Gender,Color blind,First Language,Room,TrialNumber,background,turtles,tortoises,target_id,resp,hit,rt,ran,order,block,iti,fix_duration
White,10,Right,19,Female,Yes,English,D,1,0,0,16,180.0,1.0,1.0,842.844,1.0,0.0,0.0,1.00973,0.801974
White,10,Right,19,Female,Yes,English,D,2,1,4,8,180.0,1.0,1.0,1050.22,1.0,1.0,0.0,1.05062,0.810646
White,10,Right,19,Female,Yes,English,D,3,0,4,4,180.0,1.0,1.0,763.895,1.0,2.0,0.0,1.09616,0.966096
White,10,Right,19,Female,Yes,English,D,4,0,0,4,180.0,1.0,1.0,654.319,1.0,3.0,0.0,1.06444,0.938969
White,10,Right,19,Female,Yes,English,D,5,1,0,0,0.0,0.0,1.0,628.494,1.0,4.0,0.0,1.17106,0.928187
White,10,Right,19,Female,Yes,English,D,6,1,16,4,180.0,1.0,1.0,1340.24,1.0,5.0,0.0,1.16756,0.968922
White,10,Right,19,Female,Yes,English,D,7,0,4,16,0.0,0.0,1.0,1159.5,1.0,6.0,0.0,1.03044,0.816468
White,10,Right,19,Female,Yes,English,D,8,1,16,8,0.0,0.0,1.0,1143.46,1.0,7.0,0.0,1.08753,0.882233
White,10,Right,19,Female,Yes,English,D,9,1,16,0,0.0,0.0,1.0,926.466,1.0,8.0,0.0,1.16307,0.948625
White,10,Right,19,Female,Yes,English,D,10,0,4,0,0.0,0.0,1.0,683.052,1.0,9.0,0.0,1.14739,0.974946
White,10,Right,19,Female,Yes,English,D,11,0,16,0,180.0,1.0,1.0,652.838,1.0,10.0,0.0,1.14693,0.836427
White,10,Right,19,Female,Yes,English,D,12,0,16,4,0.0,0.0,1.0,1075.01,1.0,11.0,0.0,1.13774,0.999722
White,10,Right,19,Female,Yes,English,D,13,0,0,0,180.0,1.0,1.0,600.982,1.0,12.0,0.0,1.17096,0.97338
White,10,Right,19,Female,Yes,English,D,14,0,16,8,0.0,0.0,1.0,760.382,1.0,13.0,0.0,1.13753,0.92764
White,10,Right,19,Female,Yes,English,D,15,0,8,4,0.0,0.0,1.0,512.069,1.0,14.0,0.0,1.13277,0.885556
White,10,Right,19,Female,Yes,English,D,16,0,0,8,180.0,1.0,1.0,790.74,1.0,15.0,0.0,1.17617,0.818648
White,10,Right,19,Female,Yes,English,D,17,1,8,4,0.0,0.0,1.0,896.547,1.0,16.0,0.0,1.03734,0.945609
White,10,Right,19,Female,Yes,English,D,18,1,8,8,180.0,1.0,1.0,1027.51,1.0,17.0,0.0,1.08045,0.895849
White,10,Right,19,Female,Yes,English,D,19,1,0,4,180.0,1.0,1.0,1026.11,1.0,18.0,0.0,1.0494,0.968123
White,10,Right,19,Female,Yes,English,D,20,1,0,16,0.0,0.0,1.0,640.654,1.0,19.0,0.0,1.12108,0.877286
White,10,Right,19,Female,Yes,English,D,21,1,8,16,0.0,0.0,1.0,987.521,1.0,20.0,0.0,1.12258,0.904198
White,10,Right,19,Female,Yes,English,D,22,0,8,16,180.0,1.0,1.0,978.632,1.0,21.0,0.0,1.07128,0.964418
White,10,Right,19,Female,Yes,English,D,23,0,8,8,0.0,0.0,1.0,860.319,1.0,22.0,0.0,1.12548,0.961162
White,10,Right,19,Female,Yes,English,D,24,1,4,4,0.0,0.0,1.0,726.07,1.0,23.0,0.0,1.05977,0.886263
White,10,Right,19,Female,Yes,English,D,25,1,16,16,180.0,1.0,1.0,1357.61,1.0,24.0,0.0,1.1315,0.81761
White,10,Right,19,Female,Yes,English,D,26,1,4,16,0.0,0.0,1.0,631.166,1.0,25.0,0.0,1.10589,0.866016
White,10,Right,19,Female,Yes,English,D,27,1,8,0,180.0,1.0,1.0,1337.98,1.0,26.0,0.0,1.03241,0.885387
White,10,Right,19,Female,Yes,English,D,28,1,0,8,0.0,0.0,1.0,869.325,1.0,27.0,0.0,1.02011,0.941317
