Ethnicity,Subject Number,Preferred Hand,Age,Gender,Color blind,First Language,Room,TrialNumber,background,turtles,tortoises,target_id,resp,hit,rt,ran,order,block,iti,fix_duration
White,21,Right,21,Male,No,English,A,1,1,16,8,180.0,1.0,1.0,1074.37,1.0,0.0,0.0,1.02313,0.962767
White,21,Right,21,Male,No,English,A,2,0,8,8,180.0,1.0,1.0,1031.19,1.0,1.0,0.0,1.09724,0.955802
White,21,Right,21,Male,No,English,A,3,1,8,0,0.0,0.0,1.0,1198.02,1.0,2.0,0.0,1.15119,0.953637
White,21,Right,21,Male,No,English,A,4,1,4,8,0.0,0.0,1.0,1129.91,1.0,3.0,0.0,1.16349,0.969003
White,21,Right,21,Male,No,English,A,5,1,4,0,180.0,1.0,1.0,973.807,1.0,4.0,0.0,1.15817,0.841436
White,21,Right,21,Male,No,English,A,6,0,0,16,0.0,0.0,1.0,1017.88,1.0,5.0,0.0,1.15373,0.999961
White,21,Right,21,Male,No,English,A,7,0,8,16,0.0,0.0,1.0,1196.89,1.0,6.0,0.0,1.14142,0.996881
White,21,Right,21,Male,No,English,A,8,0,8,0,180.0,1.0,1.0,841.914,1.0,7.0,0.0,1.07222,0.95346
White,21,Right,21,Male,No,English,A,9,1,16,4,0.0,0.0,1.0,720.259,1.0,8.0,0.0,1.08585,0.937249
White,21,Right,21,Male,No,English,A,10,0,4,4,180.0,1.0,1.0,623.127,1.0,9.0,0.0,1.14452,0.869601
White,21,Right,21,Male,No,English,A,11,1,0,16,180.0,1.0,1.0,786.193,1.0,10.0,0.0,1.15015,0.95766
White,21,Right,21,Male,No,English,A,12,0,8,4,180.0,1.0,1.0,806.066,1.0,11.0,0.0,1.16627,0.845129
White,21,Right,21,Male,No,English,A,13,0,4,8,180.0,1.0,1.0,1031.74,1.0,12.0,0.0,1.15368,0.842851
White,21,Right,21,Male,No,English,A,14,0,4,0,0.0,0.0,1.0,681.42,1.0,13.0,0.0,1.12404,0.899915
White,21,Right,21,Male,No,English,A,15,0,0,0,0.0,0.0,1.0,704.111,1.0,14.0,0.0,1.01336,0.864322
White,21,Right,21,Male,No,English,A,16,0,0,4,0.0,0.0,1.0,866.911,1.0,15.0,0.0,1.04037,0.906393
White,21,Right,21,Male,No,English,A,17,1,8,8,0.0,0.0,1.0,1902.55,1.0,16.0,0.0,1.11978,0.80472
White,21,Right,21,Male,No,English,A,18,1,0,0,180.0,1.0,1.0,919.608,1.0,17.0,0.0,1.11949,0.975287
White,21,Right,21,Male,No,English,A,19,1,0,4,0.0,0.0,1.0,748.308,1.0,18.0,0.0,1.11485,0.932488
White,21,Right,21,Male,No,English,A,20,0,16,4,180.0,1.0,1.0,1242.89,1.0,19.0,0.0,1.14807,0.85262
White,21,Right,21,Male,No,English,A,21,1,0,8,180.0,1.0,1.0,925.339,1.0,20.0,0.0,1.10766,0.81935
White,21,Right,21,Male,No,English,A,22,1,8,4,180.0,1.0,1.0,955.156,1.0,21.0,0.0,1.13284,0.994371
White,21,Right,21,Male,No,English,A,23,1,16,0,0.0,0.0,1.0,1118.99,1.0,22.0,0.0,1.18121,0.875775
White,21,Right,21,Male,No,English,A,24,0,0,8,0.0,0.0,1.0,1386.14,1.0,23.0,0.0,1.10778,0.996301
White,21,Right,21,Male,No,English,A,25,1,8,16,180.0,1.0,1.0,1693.71,1.0,24.0,0.0,1.13873,0.840526
White,21,Right,21,Male,No,English,A,26,0,4,16,180.0,1.0,1.0,1241.07,1.0,25.0,0.0,1.06591,0.91006
White,21,Right,21,Male,No,English,A,27,1,4,16,0.0,0.0,1.0,957.798,1.0,26.0,0.0,1.19985,0.925936
White,21,Right,21,Male,No,English,A,28,0,16,16,180.0,1.0,1.0,1078.91,1.0,27.0,0.0,1.07495,0.848097
White,21,Right,21,Male,No,English,A,29,0,16,8,0.0,0.0,1.0,1179.15,1.0,28.0,0.0,1.1205,0.930061
White,21,Right,21,Male,No,English,A,30,1,16,16,0.0,0.0,1.0,1388.58,1.0,29.0,0.0,1.13323,0.823118
White,21,Right,21,Male,No,English,A,31,0,16,0,180.0,1.0,1.0,1269.45,1.0,30.0,0.0,1.01335,0.995464
White,21,Right,21,Male,No,English,A,32,1,4,4,0.0,0.0,1.0,1538.63,1.0,31.0,0.0,1.09596,0.953104
White,21,Right,21,Male,No,English,A,33,1,8,0,180.0,1.0,1.0,1017.78,1.0,32.0,1.0,1.03771,0.960271
White,21,Right,21,Male,No,English,A,34,1,0,16,180.0,1.0,1.0,724.683,1.0,33.0,1.0,1.1035,0.815038
White,21,Right,21,Male,No,English,A,35,0,0,16,0.0,0.0,1.0,605.797,1.0,34.0,1.0,1.10476,0.806058
White,21,Right,21,Male,No,English,A,36,0,8,4,180.0,1.0,1.0,1228.63,1.0,35.0,1.0,1.03545,0.860179
White,21,Right,21,Male,No,English,A,37,1,8,8,0.0,0.0,1.0,1384.16,1.0,36.0,1.0,1.00714,0.844115
White,21,Right,21,Male,No,English,A,38,1,8,4,180.0,1.0,1.0,687.659,1.0,37.0,1.0,1.18,0.975644
White,21,Right,21,Male,No,English,A,39,1,0,4,180.0,1.0,1.0,955.819,1.0,38.0,1.0,1.09184,0.876862
White,21,Right,21,Male,No,English,A,40,0,0,8,0.0,0.0,1.0,763.622,1.0,39.0,1.0,1.18044,0.828101
White,21,Right,21,Male,No,English,A,41,0,8,16,180.0,1.0,1.0,1121.2,1.0,40.0,1.0,1.1311,0.805836
White,21,Right,21,Male,No,English,A,42,0,0,4,180.0,1.0,1.0,685.186,1.0,41.0,1.0,1.15384,0.83625
White,21,Right,21,Male,No,English,A,43,0,8,8,0.0,0.0,1.0,899.275,1.0,42.0,1.0,1.12041,0.98565
White,21,Right,21,Male,No,English,A,44,1,16,0,0.0,0.0,1.0,979.856,1.0,43.0,1.0,1.12649,0.886973
White,21,Right,21,Male,No,English,A,45,1,16,8,180.0,1.0,1.0,1006.77,1.0,44.0,1.0,1.05805,0.863414
White,21,Right,21,Male,No,English,A,46,0,16,4,180.0,1.0,1.0,709.89,1.0,45.0,1.0,1.14194,0.9151
White,21,Right,21,Male,No,English,A,47,1,16,4,180.0,1.0,1.0,1161.39,1.0,46.0,1.0,1.19075,0.836163
White,21,Right,21,Male,No,English,A,48,1,4,0,0.0,0.0,1.0,950.735,1.0,47.0,1.0,1.12322,0.810606
White,21,Right,21,Male,No,English,A,49,0,4,0,180.0,1.0,1.0,882.046,1.0,48.0,1.0,1.13019,0.883864
White,21,Right,21,Male,No,English,A,50,0,16,8,0.0,0.0,1.0,671.82,1.0,49.0,1.0,1.14084,0.981076
White,21,Right,21,Male,No,English,A,51,0,8,0,0.0,0.0,1.0,888.79,1.0,50.0,1.0,1.19519,0.865547
White,21,Right,21,Male,No,English,A,52,0,0,0,0.0,0.0,1.0,749.498,1.0,51.0,1.0,1.07445,0.997943
White,21,Right,21,Male,No,English,A,53,1,4,4,0.0,0.0,1.0,1215.24,1.0,52.0,1.0,1.04757,0.900019
White,21,Right,21,Male,No,English,A,54,0,4,8,0.0,0.0,1.0,1740.36,1.0,53.0,1.0,1.03874,0.97013
White,21,Right,21,Male,No,English,A,55,0,16,0,0.0,0.0,1.0,745.526,1.0,54.0,1.0,1.01754,0.905378
White,21,Right,21,Male,No,English,A,56,1,0,0,0.0,0.0,1.0,683.584,1.0,55.0,1.0,1.1415,0.841837
