Ethnicity,Subject Number,Preferred Hand,Age,Gender,Color blind,First Language,Room,TrialNumber,background,turtles,tortoises,target_id,resp,hit,rt,ran,order,block,iti,fix_duration
Asian,6,Right,18,Male,Yes,Mandarin,D,1,1,8,4,180.0,1.0,1.0,749.706,1.0,0.0,0.0,1.06993,0.933855
Asian,6,Right,18,Male,Yes,Mandarin,D,2,1,0,4,180.0,1.0,1.0,629.775,1.0,1.0,0.0,1.14801,0.951867
Asian,6,Right,18,Male,Yes,Mandarin,D,3,1,4,0,180.0,1.0,1.0,823.739,1.0,2.0,0.0,1.01216,0.810652
Asian,6,Right,18,Male,Yes,Mandarin,D,4,0,4,8,180.0,1.0,1.0,845.131,1.0,3.0,0.0,1.00287,0.855796
Asian,6,Right,18,Male,Yes,Mandarin,D,5,1,16,0,180.0,1.0,1.0,805.51,1.0,4.0,0.0,1.15627,0.840193
Asian,6,Right,18,Male,Yes,Mandarin,D,6,0,0,4,0.0,0.0,1.0,731.879,1.0,5.0,0.0,1.13468,0.899977
Asian,6,Right,18,Male,Yes,Mandarin,D,7,0,8,0,180.0,1.0,1.0,834.679,1.0,6.0,0.0,1.00614,0.853417
Asian,6,Right,18,Male,Yes,Mandarin,D,8,0,16,4,180.0,1.0,1.0,1511.74,1.0,7.0,0.0,1.06004,0.88208
Asian,6,Right,18,Male,Yes,Mandarin,D,9,0,8,8,0.0,0.0,1.0,779.837,1.0,8.0,0.0,1.02941,0.965824
Asian,6,Right,18,Male,Yes,Mandarin,D,10,1,16,4,0.0,0.0,1.0,1050.24,1.0,9.0,0.0,1.03091,0.870755
Asian,6,Right,18,Male,Yes,Mandarin,D,11,0,4,4,180.0,1.0,1.0,718.915,1.0,10.0,0.0,1.05609,0.922567
Asian,6,Right,18,Male,Yes,Mandarin,D,12,1,0,8,180.0,1.0,1.0,957.12,1.0,11.0,0.0,1.12989,0.820108
Asian,6,Right,18,Male,Yes,Mandarin,D,13,1,8,0,180.0,1.0,1.0,759.751,1.0,12.0,0.0,1.0997,0.974405
Asian,6,Right,18,Male,Yes,Mandarin,D,14,0,4,16,180.0,1.0,1.0,729.106,1.0,13.0,0.0,1.10268,0.839459
